,topic,document
2268,11,BBQ Area: BBQ Area
2269,0,"White Necked Heron: With lots of wetland along the walk you have a good chance of seeing a Heron or two.  They spend lots of time standing very still, keeping a sharp eye out for frogs, insects and fish."
2270,0,"Echidna: If you're lucky you might spot an Echidna out looking for ants, termites and other small invertebrates which it captures with its long sticky tongue."
2271,54,Walk markers: There are a number of markers along the way.  This walk follows sections of two walks - the Morang Wetlands Walk and the Ridge Track.
2272,5,Sheoak tree: The mat of fallen branchlets under sheoaks prevents the development of undergrowth.  For aboriginal people it was considered a safe place to leave children as snakes are said to avoid these areas.
2273,0,"Kangaroo Apple: There are lots of Kangaroo Apple trees along the way, a hint of things to come further along the walk."
2274,0,Beauty on a small scale: The wetlands support beautiful succulents thriving in the shallow waters along the walk.
2275,9,Park view: The walk meanders through a diverse range of bushland and wetlands.  Along the way you get a real sense of being out in the bush.
2276,0,Eastern Grey Kangaroos: Eastern grey kangaroos are gregarious and form open-membership groups. The groups are made up of 2-3 females and their offspring with the same number of males of which one is dominant. 
2277,0,Grasses and Sedges: The wetland areas support a wide variety of native grasses and sedges.  See how many different varieties you can spot along the way.
2278,0,"Wetland view: One of several small lakes along the walk.  Each one supports a wide variety of birdlife including Black Swans, ducks, Purple Swamphens, Egrets, Grebes and Eurasian Coots.  "
2279,0,"Black Swan and cygnets: Like other swans, the Black Swan is largely monogamous, pairing for life - there is apparently only a 6% divorce rate!  They also share parenting responsibilities of the cygnets."
2280,0,"Dragonfly: Dragonflies usually patrol a particular area looking for insects to eat. Mosquitoes, flies and midges are a large part of their diet. This fact alone should endear these delightful creatures to us!"
2281,46,Walking in open bushland: The pathway is a mix of gravel path and some more overgrown pathways like the one in this picture.  Overall the route is quite level.
2282,0,"Eastern Great Egret: The Great Egret breeds in colonies, and often in association with cormorants, ibises and other egrets.  Their nest is a large platform of sticks, placed in a tree over the water."
2283,6,"Foot bridge: Though the pathway is mostly quite wide at one point along the route there is a very small footbridge.  If you would rather avoid it, there is an alternative route back to the carpark."
2284,11,"Hallam North Road car park: This car park was first provided in the 1980s, but was much enlarged for the Commonwealth Games in 2006. Sometimes crowded on weekends, it has the only toilets and water on this trip"
2285,29,"Down in the valley: This section of Valley View track is the lowest point on this trip. Watch for mountain bike riders, but also for wildlife in the mornings and evenings"
2286,60,Head of the incline: This landing was once the top of a 1 in 10 tramway incline. A 'powerful engine' once sat here to winch the empty skips back up. What kind of engine? We don't know!
2287,17,"The hidden quarry: A narrow defile on the right leads into the hidden quarry. This is not visible from the track, though walkers on the Rock Gardens track can look down from above"
2288,60,Tramway cutting: Tramline track does not follow the course of the old tramway at this point. The cutting on the right shows where it went. Cuttings were rare on tramways as being expensive to escavate by hand
2289,77,Crest reservoir: This reservoir at the crest of the range is long out of use. What was it for? Walk from the north corner slightly west of north across Ridge track...
2290,77,Horse drinking trough: This cement lined drinking trough provided water for thirsty horses at the top of the long climb from the quarry. Still intact despite being out of use for over eighty years
2291,29,"Lysterfield hills summit: The trig point marks the highest point of this range, with fine views through 360 deg, including Dandenong to the south, and the city of the north-west. The view is worth the 700 m walk"
2292,41,Les Stone Park Wetlands: A great spot to try your hand at fishing. Even better if you have young children as it offers a safe space to teach them the skills.
2293,48,Pirate Ship: This play area is great. A safe space that lets the imagination run wild. Grab your eye patch and perch a bird on your shoulder and see what adventure you end up on
2294,19,Under road crossing: Avoid crossing this busy road by taking the optional path underneath the thoroughfare. Great low risk option for people walking with groups of children or animals. 
2295,18,"Football oval: If you are walking along this path, why not stop for a kick of football on the way. The oval is well manicured and is home to permanent AFL posts. A little friendly competition never hurt anyone..."
2296,0,"Nature at its finest: The path is edged by beautiful trees almost the whole way along. Providing much needed shade in the warmer months and an excellent display of colour in Autumn, they are also home to many types of Bird"
2297,0,Bird houses: Someone has built and installed some unique bird houses in the trees here. They're dated and initialled. I'd love to know who did this!
2298,24,Skate Park: There is a skate park here that is incredibly popular and it looks like bigger and better things are on their way! 
2299,18,"Netball courts: For anyone wanting to spend some time at a netball court, these are tucked away at Martin Park and there is a gate from the walking track to the park"
2300,1,"The Aboriginal Cultural Heritage Trail: For those wishing to discover more about Gippsland’s rich indigenous heritage, this cultural trail is an excellent place to visit.
"
2301,23,"Bush tucker: Over 27 species of native plants are included in this garden, all with important roles to play for the Gunaikurnai nation."
2302,24,A must for the keen BMX bike-rider: A busy place for the BMX enthusiasts and fun for others who just like to enjoy watching the skill involved.
2303,11,"Picnic and play: A fitness station for adults and children alike, and a sheltered BBQ area for those days when a picnic enhances a lovely walk."
2304,15,Under the willow: One of many picnic table areas along the way is this beautifully shaded area under the Willows.
2305,1,"Bev's Wonder World of Dolls: Open Tue-Fri from 10am to 3pm or by appointment at 31-33 The Boulevard, this is an extraordinary collection of dolls from around the world. "
2306,21,"Walk among the gum trees: Remnant vegetation is home to numerous animals, and the birdsong emanating from the canopy is a delight to hear. "
2307,6,"Bridge crossings: Along the trail, you will find bridges that can take you along the other side of the Waterhole Creek and back to the start of the walk (linked to the Gippsland Heritage Trail)."
2308,0,Fertile reed bed: The healthy mix of reeds provides habitat for a multitude of aquatic species as well as being useful in the making of baskets.
2309,3,Box Hill shopping centre: This shopping centre constructed in the early 1980s has obliterated all traces of the former Box Hill station. The tramway crossed Carrington St through the centre of this roundabout
2310,60,Tramway: This footpath follows the alignment of the former tramway. All earthworks have long since vanished due to extensive re-modelling. A 1905 map shows an embankment along what is now Surrey Drive
2311,2,"Surrey Dive: In its days as a swimming hole, the Surrey Dive had a fearsome reputation, and was the scene of several drownings. Today the scene is more placid, with model boats gliding across the water"
2312,12,"Box Hill brick works: Proposals to demolish the derelict brick works have been rejected as this is one of the few Hoffman-type rotating brick kilns surviving in Australia. However, neglect and vandalism have taken a toll"
2313,1,Morning greeting: I'm not sure who this saint is but he looks like he's happy to be up early!
2314,37,Calder Reserve: There's a small playground here.  I wish it had a bbq and seats too.
2315,16,"School veggie garden: If you peek in the cracks between the fence, you'll see the school veggie garden! I think it would be good if the school had a wire fence so you can see what's growing in the garden."
2316,18,Trugo Club: Whats Trugo?  It sounds Italian.  Must be a good game to play if theres a whole club set up for it!
2317,74,"Lawn Bowls Club: They play mostly on Saturday mornings I think.  I've seen lots of people here, in their best whites (probably why I'd never be able to play - all my whites are attracted to food stains)."
2318,47,"Coburg Leisure Centre: Coburg pool, spa and gym. Friendly staff, fun pool for kids and a much improved cafe."
2319,35,"Bridges Reserve: A lovely park to sit in, with benches, a weird sculpture and a bright red mural on the walking path.  There's also a monument to Harry (who's Harry?),  lovely flowers and a funny shaped tree."
2320,14,"Coburg Mall: A nice place to sit and listen in on the local gossip if you speak Italian, or Greek or Lebanese?  Good spot for coffee and a great kebab/falafel.  Post office is here too."
2321,0,House on the corner: Who knows what this is! There's no explanation.  I asked a bloke passing by - his theory was that it was a house for the pigeons.  Unlikely.  The mystery continues...
2322,14,Coburg Library: Coburg library is fabulous!  You can borrow up to 30 items at a time - I usually stick to 5.  
2323,69,"Coburg train station: You can book Vline tickets here.  Recent improvements with lots of new plants, separate lane for cyclists and better lighting and disability access.  Good work!"
2324,3,"Boronia/Dorset Rd intersection: An apparent slip by 1888 surveyors resulted in Melbourne's worst intersection before the rail line went underground. Major collisions on the crossing took place in 1926 and 1952, each claiming 9 lives"
2325,50,"Turner Road: Torrens Ave was previously Turner Rd north and south of Boronia Rd. The 1920s post office was on the south side, the 1970s post office on the north corner"
2326,3,"Boronia station square: The retail complex on the east side was built in the  early 1970s, Boronia Mall in the early 1980s. The car park was re-modeled in the early 2000s. Some retailers have done better than others"
2327,59,"Dorset Road: In earlier days Ringwood Rd, Dorset Rd has been busy for many years, though the shops have changed much. The site of Maguire's garage, long a local landmark, is now the Commonwealth Bank"
2328,3,"Boronia rail station: Boronia station was opened in 1920. The first station was burned down in 1971, and was replaced in 1982, burned again, a third station in 1988, and today's sub-surface station is actually Mk IV"
2329,12,"Erica Ave: Erica Ave became a retail area in the 1960s. It was home for many years to Boronia fire station. The fire brigade practiced in Maguire Park, where pranksters put detergent in the fountain"
2330,20,"Boronia Progess Hall: The progress hall opened in 1926, hosting local dances for many years, and rallies in World War II. Damaged by fire in the 1990s, the hall was repaired, and still hosts community events today"
2331,50,"""Post Office Bell"" 2008: Dr Anton Hasell created the bell.  Hassells ""'Little Sister Bell"" is suspended in the centre and chimes on the hour.  Atop sits the historic 1880's Horsham Post office bell and a corella figurine."
2332,20,"Jubilee Hall / Horsham Regional Art Gallery: Jubilee Hall was opened in June 1924, the jubilee year of the Methodist Church next door."
2333,7,Wesley Performing Arts Centre: Formerly the original Horsham Methodist Church (opened in 1912).  Inside still today is the original pipe organ; the diapered designs on the display pipes are outstanding. 
2334,7,St Michaels and St Johns Church: Built in 1987; the award winning design is the work of distinguished and internationally renowned Australian architect Greg Burgess
2335,7,St Andrews Uniting Church 1962: Designed by architect Keith Reed.  Much of the original stone from the old church was used in constructing the new building.  The stone was quarried from McKenzie Creek
2336,20,"Horsham Theatre: An outstanding example of the work of Bohringer, Taylor and Johnson, one of the most important and prolific cinema architectural firms in Australia"
2337,34,"'Platanus acerifolia: Woven Nest' 2009: This environmental work by Michael Shiell was installed as part of 2009 ""Art is...Elemental"" Festival."
2338,50,Original Horsham Letterbox: This original Horsham Letterbox inspired the design of the Post Office Bell sculpture in Firebrace Street.  
2339,67,"Horsham Town Hall / Horsham Regional Art Gallery: Built in 1938/39 as a municipal complex and was designed by Melbourne architect Charles Neville Hollinshed, who also designed Her Majesty's Theatre in Melbourne"
2340,1,"Roof Top Ribbon 1998: During the 'Art is....Energy' Festival in 1998, New Zealand sculptor Jeff Thomson, ""the undisputed Iron Man of Australasia"", was commissioned to create a sculpture."
2341,8,Boer War - Avenue of Honour & 'Roberts' Tree 1901: The only avenue to commemorate the Anglo-Boer war was planted in Horsham in 1901.  The remaining elm  of the original Avenue was planted to commemorate Field Marshall Lord Roberts.
2342,1,"Totem Pole 2000: Angie Polglaze was commissioned by the 'Art Is... A River of Time' Festival in 2000, to create this piece of Chainsaw Art.  It was carved publically and noisily during the festival."
2343,26,"""Wimmera River Burnt Creek Meeting Place"" 2007: The sculpture takes the form of a seating arrangement.  The work uses stone mosaic to depict the intersection of the Wimmera River and Burnt Creek as a meeting place of the 5 traditional owner groups."
2344,1,Painted Tiles 1997: Images on the tiles reference chnages in Horsham city life through the seasons.  The pictures are the children's individual reflections on their culture and environment.
2345,1,Bradbury Lane Mural 2008: Local visual artist Nichola Clarke worked with youth groups from the area to create the Bradbury Lane Mural.  The inspiration for participants was to paint their idea of a future Horsham.
2346,26,"""Aerial"" 2009: The metal sculptural mural ""Aerial"" depicts aspects of the Wimmera's unique landscape; a ravens eye view of the area made in conjunction with students of McKenzie  Creek campus of Horsham College."
2347,7,"St John's Anglican Church 1957: Features an expansive wooden ceiling, various stained glass windows and two significant sculptures.  'Wayside Calvary' and 'Compassionate Christ'"
2348,29,"That view!: When you reach the top of the hill, make sure you spin around and take in the view. Look over the new estate and see the beautiful hills in the background."
2349,41,"Fishing Lagoon: This beautiful lagoon, surrounded by reeds is the perfect place to stop and try your hand at fishing. Shaded by beautiful trees, the picnic area is also a good place to stop for lunch."
2350,19,Felltimber Community Centre: The under road crossing to the community centre makes it easy to get to so you can check out what's on and what's coming up. Learn a new skill or just spend some time with likeminded people.
2351,25,"Clyde Cameron Reserve: A beautiful piece of serenity, well off the road, this reserve makes it feel like you are miles away. It is a well shaded and easy path."
2352,24,Skate Park: There is a skate park here that is incredibly popular and it looks like bigger and better things are on the way! 
2353,17,Cherry Lake path: Walking in a clockwise direction.
2354,32,The view to J.K. Grant Reserve: Galahs feeding on J.K. Grant Reserve
2355,15,Picnic table: Picnic table looking towards Altona Refinery
2356,44,Cherry Creek side: Cherry Creek side of Cherry Lake
2357,26,Cherry Creek: Cherry Creek
2358,44,Cherry Lake path: Cherry Lake path
2359,0,Purple swamphen: Purple swamphen
2360,0,Friendly magpie: Friendly magpie
2361,44,View from Cherry Lake Reserve side: View from Cherry Lake Reserve side
2362,23,Conservation area: Conservation area
2363,6,Bridge over canal: Bridge over canal and site of Altona Rotary Markets - 1st Sunday in month
2364,0,View to bird nesting area: View to bird nesting area
2365,0,Heron in bird nesting area: Rushes provide protection in bird nesting area
2366,57,Map of Cherry Lake: Map of Cherry Lake
2367,4,Children's playground: Children's playground
2368,6,Bridge at end of grassland: Bridge at end of grassland
2369,10,Seat in grassed area: Seat in grassed area
2370,46,Gravel path through trees: Gravel path through trees
2371,45,Gate to Millers Rd: Gate to Millers Rd and another way back to the coastal path
2372,48,Altona Railway Station: Altona railway station - start of the walk
2373,33,Finnish Hall: The Finnish Hall is a multiple-use venue popular for holding craft markets.
2374,3,"Hobson Bay City Council offices: Council offices, theatre, eternal flame"
2375,32,J.K. Grant Reserve: J.K. Grant Reserve at the corner of Bluegum Dr and Fresno St
2376,32,J.K. Grant Reserve/Cherry Lake: J.K. Grant Reserve/Cherry Lake
2377,0,"Swans: There is a plethora of native birds including pelicans, swans and swamp hens. "
2378,17,"Walks Carpark: From the Walks carpark, you can decide which way you want to go. There are interpretive boards to help you decide."
2379,54,"Walks Carpark1: Park your car, unload your bike or pram."
2380,17,"Psyche Pumps: This is a 7km one way walk from the Walks carpark or you can drive there directly by turning right onto Cureton Avenue from Eleventh St and turning left down Psyche pump road, after the lookout."
2381,44,Bag Bridge: A nice picnic area with a shallow lake.
2382,3,Port of Echuca wharf from below: Port of Echuca wharf from below
2383,6,Bridge from Echuca to Moama: Bridge from Echuca to Moama over the Murray River
2384,9,Track towards the Murray River: Track towards the Murray River
2385,9,View of Murray River from bush track: View of Murray River from very narrow bush track
2386,3,Paddlesteamer Canberra: Paddlesteamer Canberra
2387,9,View of Murray River and bush track: View of Murray River and bush track
2388,0,A pair of friendly galahs: A pair of friendly galahs
2389,9,View from the riverbank: View from the riverbank
2390,9,Caravan Park on NSW side of Murray River: Caravan Park on NSW side of Murray River
2391,6,Follow the canal to Moama St: Follow the canal to Moama St
2392,9,Life on the Murray river is never dull: Life on the Murray river is never dull
2393,0,Ducks in the Wildlife Reserve: Ducks in the Wildlife Reserve
2394,7,23. St Patrick’s (Catholic) Cathedral: 23. St Patrick’s (Catholic) Cathedral
2395,55,24. Stone Inlay: 24. Stone Inlay
2396,7,25. Lutheran Church: 25. Lutheran Church
2397,1,26. Premiers’ Statues: 26. Premiers’ Statues
2398,27,27. Government Buildings: 27. Government Buildings
2399,27,28. 1 Treasury Place: 28. 1 Treasury Place
2400,28,29. Hotel Lindrum: 29. Hotel Lindrum
2401,27,30. Herald Building: 30. Herald Building
2402,51,31. Birrarung Marr: 31. Birrarung Marr
2403,3,32. Federation Bells: 32. Federation Bells
2404,3,1. Federation Square: 1. Federation Square
2405,7,2. St Paul's Anglican Cathedral: 2. St Paul's Anglican Cathedral
2406,1,3. Statue of Mathew Flinders: 3. Statue of Mathew Flinders
2407,1,4. Hosier Lane: 4. Hosier Lane
2408,3,5. Flinders Lane: 5. Flinders Lane
2409,3,6. Levy and Robinson's Warehouse: 6. Levy and Robinson's Warehouse
2410,27,7. Milton House: 7. Milton House
2411,27,8. Treasury Gardens: 8. Treasury Gardens
2412,8,9. Robert Burns Monuement: 9. Robert Burns Monument
2413,8,10. John F. Kennedy Memorial: 10. John F. Kennedy Memorial
2414,3,11. Fitzroy Gardens: 11. Fitzroy Gardens
2415,55,12. Conservatory: 12. Conservatory
2416,11,13. Cook's Cottage: 13. Cook's Cottage
2417,5,14. Scarred Tree: 14. Scarred Tree
2418,20,15. Sinclair's Cottage: 15. Sinclair's Cottage
2419,35,16. Fairies' Tree: 16. Fairies' Tree
2420,16,17. Model Tudor Village: 17. Model Tudor Village
2421,4,18. Children's Playground: 18. Children's Playground
2422,14,19. The English Elms: 19. The English Elms
2423,62,20. River God Fountain: River God Fountain
2424,3,21. St Patrick's College: 21. St Patrick's College
2425,35,22. Pilgrim Path: 22. Pilgrim Path
2426,3,The start: Start near the 'Princes Walk' sign in between Federation Square and Princess Bridge and walk down the path to the river.
2427,51,Path to Birrarung Marr: Walk down to Birrarung Marr and you soon leave the traffic sounds behind.
2428,31,View of the Yarra: Looking across the Yarra river to the Boathouses. If you walk in the morning or evening you will usually see rowers on the water. 
2429,1,Angel: An iconic Melbourne Sculpture by Deborah Halpern.
2430,45,The shady path to the bridge: The wide shady  path is gravel for the first few hundred metres before it becomes paved near Batman Avenue. There are some toilets on the left hand side.
2431,6,Looking up the river: This magnificent view may help you ignore the traffic on the bridge. 
2432,22,"High and low path: Once off the bridge, you can choose the higher more shady or lower path near the waters edge."
2433,17,The steps: There are two sets of steps nearby. Why not go up an down them a few times to get the blood pumping!
2434,22,The high path : More shade on the high path and a better view across the river.
2435,69,Left before the Bridge : Turn left before the bridge back up to St Kilda Rd (or continue on to Southbank and cross the river at the footbridge back to Flinders St Station). 
2436,35,"Princess Bridge: Cross Princess Bridge and you are back at the start, and should feel fresh and reinvigorated!"
2437,14,Foster Information Centre: Marvel at our local talent in Stockyard Gallery or catch up with your facebook friends with free wi-fi in the Library. Community and tourist information available 7 days a week.
2438,11,Pearl Park: Enjoy Harry the Miner's view of the vegetable and flower gardens or put a snag on the free bbq.
2439,71,Stockyard Creek: The first alluvial gold was found in the Creek in 1870.  Can you spot a platypus - about as elusive as the gold!
2440,24,"Foster Skate Park: Between the South Gippsland Water Board and the Scout Hall, we dare you to dangle your skateboard over the precipice."
2441,14,Foster Primary School: Site of one of the first Stephanie Alexander school gardens and still going strong.
2442,5,Humungus eucalyptus tree: Wrap your arms around this ol' timer.
2443,4,Foster Adventure Playground: Swing like a possum or climb like a koala over this large adventure playground for all ages.  Situated in the Foster Showgrounds. Public toilets available.
2444,4,"Ambulance Station playground: Through the Tassie Tiger gate, a fire truck and ambulance are just waiting to be revved by young drivers."
2445,75,"Op shops: There are a few op shops along this road, all with bargains to be discovered.  "
2446,26,Secret creek: This creek is quite hidden!  Don't quite know where it goes but is probably connected with the lake.
2447,0,"Blackburn Lake Sanctuary: A beautiful lake, often with different types of birds and surrounded by a small pocket of forest.  Particularly atmospheric on foggy mornings as the mist rises from the lake.  "
2448,17,"Whitehorse Heritage Trail: There are a few signs marking the trail, but I'm not sure where the Trail starts or ends!"
2449,4,Playground: Playground recently given a bright red coat of paint.  Now it really stands out and gets the kids going.
2450,14,The Pines Senior Citizens Centre: I've walked past and seen dancing classes and morning tea on offer. What else do they get up to here?
2451,18,War memorial and tennis courts: War memorial and local tennis courts in the background.  A pretty garden and lots of places to sit and watch what's going on.
2452,11,Blackburn library: Lovely library with benches and mural.
2453,61,French cake shop: This French cake shop has some amazing cakes!  I once saw a queue all the way outside around Easter time.
2454,75,"Op Shop: Bargains galore!  Great shops around this area too, including bakery, cafe, art shop, hairdressers and more."
2455,4,"Rotary Saturday market: There's a little market outside Blackburn station every second Saturday of the month.  Fresh fruit and veg, craft, plants and other bits and pieces."
2456,4,"Playground: Playground outside Blackburn station, a good spot for kids if you're waiting for the bus or next train."
2457,78,"View of Thompson River: There is a great view of the Thompson 
River and the new Pearson Crossing Bridge to your right."
2458,5,Revegetation of the Sanctuary: Indigenous tree planting has been completed by local primary school children and Wellington Shire Council staff.
2459,0,Superb Fairywren : The Superb Fairywren feasts on insects. The males are bright blue while female are brown.
2460,0,Eastern Yellow robin: The Eastern Yellow Robin is a common resident of Herb Guyatt Sanctuary which hunts insects. 
2461,0,Azure Kingfisher: The Azure Kingfisher eats small fish and yabbies. You may see it as it darts between trees. 
2462,23,"Lush Forest: As you leave Mirboo North, you pass over some massive embankments and travel through a mix of remnant temperate rainforest and dry schlerophyll forest."
2463,69,The Darlimurla Station & Picnic Rotunda: A great place to stop to learn more about the rail trail through interpretative signage as well as finding remnants of the brick kiln used to create numerous culverts along the line.
2464,0,Cartwrights Bridge: A spectacular crossing over the wetlands of the Little Morwell River might entice you to take a break at the picnic table to watch out for an abundance of birdlife.
2465,34,Post-fire forest regeneration: This part of the trail has rebounded magnificently from the damage caused by the 2009 bushfires.
2466,6,"Cows in the reeds: Signs of farming appear along the trail, especially when you come across a herd of cows munching on the tasty greens of the wetland reeds."
2467,29,"The Rolling Hills: The Strezlecki Mountains became known by European settlers as “The Heartbreak Hills"" due to the difficulty of eking a living from the steep, thickly forested, often sodden and remote country."
2468,30,"Daisies in the meadow: Close to Boolarra is a lovely stretch of meadow, filled with wild flowers and swathes of daisies."
2469,36,"Welcome to Boolarra: The old pylons of the railway are used as an archway as you enter Railway Park. As you approach, look for the interesting and historically significant brick drainage culverts under the trail."
2470,4,Playground: Start from the play ground south of Heidelberg round and east of Westfied reserve. Walk West along the asphalt path  avoiding left turns down the hill.
2471,17,Turn right here: Turn right just after the oval onto a concrete path (POI 2) between the oval and building. Cross Yarra Bend Road (a very small road) and follow the path south along Merri Creek. 
2472,22,Viewing platform: A nice spot to stop for a picnic or to enjoy the view.
2473,60,Path towards the city: This (POI 3) is my preferred path into the city.  You can then take Roseneath Street West which is quite pleasant. 
2474,19,"Bridge over the highway: The second option (POI 4) appears preferable - you don't have to cross Alexander Pde, and you spend more time on park, but can be jarring once you reach Hoddle Street."
2475,39,The Rushes: Simply gorgeous parkland full of native plants and grasses. It also has an outdoor gym. Stop here to listen to the sound of twittering birds. Very relaxing!
2476,21,"Bottle brushes: Bianca Boulevard's median strip is planted with flowering bottle brushes, which when in bloom, look spectacular."
2477,53,"The Ruins - Davis Park Heritage Area: Here lie the remains of a blue stone cottage built by the Davis family in the 1850s. There used to be a cellar, dairy, irrigation channels, wells and more.  See boards for more information."
2478,39,"Orchard: Look closely and you'll find various fruiting trees, including lemon, apple and olives. The park also has a cricket pitch outdoor gym, BBQ, seats and shelter."
2479,37,Moorookyle Avenue Park: This park has lots of seats and a fabulous playground. It's right next to the Moorookyle Country Club though entry is limited to Moorooklye Estate residents only. 
2480,39,"Davis Family Park: This park has a variety of features for outdoor recreation - ovals, basketball, playground, outdoor gym and climbing frame."
2481,0,Birds of paradise: Davis Family Park has fabulous plants that are colourful and unusual.
2482,57,Map of Rowville in 1981: The Knox Historical Society have included a map of the Rowville area from 1981. For more information on the History of Knox see the link below. 
2483,45,Emerson Place Reserve : The walk begins at Emerson Place Reserve across the road from the Wellington Village Shopping Centre. 
2484,4,Emerson Place Reserve Playground: Enjoy time with family at the Emerson Place Reserve Playground. Knox Council has  over 200 play spaces in parks and reserves.
2485,39,"Outdoor Gym : The first outdoor gym in the City of Knox is now ready for everyone to use, for free! The outdoor gym consists of four separate stations in an easily accessible circuit. See website below for details."
2486,57,"Liberty Avenue Reserve shared path : Follow the shared path toward Liberty Avenue Reserve. Knox has more than 100kms of shared paths that connect with major parks, reserves, schools and shopping precincts. "
2487,39,Outdoor Gym : The next outdoor gym station at Jackie Close Reserve features a body dip station and two sit up benches. 
2488,39,"Outdoor Gym: The next outdoor gym station at Liberty Avenue near Magdalena Place consists of step ups, pull ups, leg raises and a stretch station. "
2489,39,"Outdoor Gym: The Liberty Avenue outdoor gym consists of a body twist, multi bars, eliptical trainer and leg press. It also features a set of instuctions on how to use the equipment. "
2490,4,Liberty Avenue Reserve Playground: Enjoy time with family at the Liberty Avenue Reserve Playground.
2491,18,Liberty Avenue tennis and basketball courts: Enjoy a game of tennis or basketball at the public courts located at Liberty Avenue Reserve. Knox City Council provides a wide range of leisure and recreation facilities and programs.
2492,70,"Track sign and No. 5 Brace: The building in the distance was a sorting plant for the coal, operating from 1909 to 1968. For hundreds of 14 year old boys this was their first place of work as they picked stones out of the coal."
2493,70,"Pioneer Mines Area : This is where it all began. Mining commenced in 1909, producing 780,000 tons before closing in 1914. Underground workings were very shallow, evident by the depressions in this area."
2494,17,"Overgrown path: Keep a lookout for this sign post. The red arrow points right, so take this short but narrow and overgrown path."
2495,23,Fallen tree branch: You may encounter a natural obstacle on this track as it takes you into the heart of the heathland. 
2496,60,Western Area Haulage Line : A 3km rail track where skips were hauled overland by cable. Have a look for the cable on the ground. Pine trees line both sides of the track.
2497,2,Baxters Beach track : After you cross the road there is an option to walk to Baxters Beach. The red track to Baxters Wetland is clearly signed and heads to the right.
2498,70,Nos. 9 and 10 shafts: Together these mines covered an area of almost 200 hectares. Thats 160 underground cricket grounds! The coal has gone but this concrete shaft remains.
2499,0,"Baxters Wetland and bird hide : Nesting boxes and permanent water make this a perfect home for many birds and water fowl. Watch out for Pacific Black Ducks, Purple Swamphens and White-faced Herons. "
2500,17,Campbell Street track entrance : Leave the street and follow this gravel track back into the heathland. On the right is the Cinder Loop track which formed part of a horse drawn tramway used for transporting bricks.
2501,70,Tent Town : The site where 12 miners first lived when the State Coal Mine opened in 1909. By mid 1910 the township of Wonthaggi was established with the construction of 100 miners' cottages. 
2502,1,"Amazing large mural by Smug, 2016: This is a massive and striking piece of art by artist Smug, of his own grandparents. "
2503,1,"Uniacke Court - Art by Deb: Some great pieces of art by Deb, a Melbourne artist now working in te US. Some of these are from at least 2010, but still look fresh."
2504,61,"Dosa Corner - Indian restaurant: As the name suggests, this place specialise in Dosa - thin, crispy pancakes served with a filling and a selection of tasty sauces to be mopped up. I can't go past a Masala Dosa - spicy potato filled. "
2505,49,Flagstaff Gardens: Melbourne's oldest park and a beautiful open space. So named as it was the site of a flagstaff erected in 1840 to allow the city to communicate with the port.
2506,1,"Nomads back bar: This alley was one of the locations of this years Meeting of Styles festival, an international street art event. This alley hosts artwork by Dvate, Adnate and French artist Choq."
2507,1,"Muleta's cafe alleyway: Another MOS site, this back alley is overflowing with brightly coloured and fun pieces of art, including some great paste up work. "
2508,1,"Blender Lane artists studio: A studio, hosting some of Melbourne's most up and coming and established artists , this lane is forever being added to and evolving. An excellent spot for stencil art. "
2509,72,Queen Victoria Market: Melbourne's most buzzing market - not open on Monday or Wednesday's though. Also open evenings with live music on some nights - check their website.
2510,4,Redleap Reserve Northern Playground: An adventure climbing playground close to the lake and picnic facilities
2511,1,"Public Art Pieces: You admire the public art, like 'Brolgas and Eggs' by artist Kevin Free
"
2512,15,"Redleap Reserve Nothern Picnic Structure: Facilities include seating, electric barbeques and cover structure"
2513,0,Peter Hopper Lake: Peter Hopper Lake supports plenty of bird and animal life
2514,0,Hungry Ducks and Water Birds: Bring along some food for the birds if you enjoy getting surrounded by hundreds of hungry mouths
2515,74,The Stables Shopping Centre: This shopping centre has just about everything.
2516,14,St Francis of Assisi Primary School: There are plenty of quality primary schools in the local area
2517,14,Findon Primary School: There are plenty of quality primary schools in the local area
2518,14,Roycroft Kindergarten: Support your local childcare services by strengthening the concept of community 
2519,69,"Roycroft Reserve: Behind the the playground, you will find two football fields and connections to a greater network of walking paths"
2520,18,"Mimosa Park: A fantastic setup for a park. Barbeques, full-size basketball court, plenty of open space, playground and plenty of paths for the kids on scooter to roar around on"
2521,17,Mimosa Park: Have a shoot around or challenge others to a game
2522,14,Mill Park Primary School: Mill Park Primary School supports walking and safe routes around schools
2523,19,Safe Routes to School: These recommended crossing points not only educate kids about road safety but show drivers that there could be children crossing also
2524,14,"Mill Park Community Centre: This centre is used by senior groups, special interest groups and activity groups. Facilities include 5 rooms, kitchen and outdoor area."
2525,40,Mill Park Preschool: Another service in such close proximity to other community services
2526,47,Aquastyle Swim School: Learning to swim is a life-saving skill
2527,18,"Norparrin Centre, Dr Harry Jenkins Reserve and the Mill Park Tennis Club: The recreational opportunities are quite endless in the Mill Park area.
Norparrin is an Early Childhood Intervention Centre, providing services to children with developmental delay or disabilities."
2528,63,Native grasses and billabong: View across the billabong to Papillon Parade. 
2529,39,Playground and outdoor gym: There are also seats and a BBQ. 
2530,37,"Farfalla  Way Park: A you-beaut playground, with BBQ, water fountain, basketball half-court, seats and shelter. A perfect place for a rest, picnic or family get together."
