,topic,document
1802,12,Detmy pathway: A view along the detmy pathway
1803,45,: A view along the creek bank with sign of recent native flora revegetation work.
1804,6,"Second Playground: Another great opportunity for the kid to sea-saw, climb and swing."
1805,18,Wooden seat: A beautiful carved wooden seat offer the opportunity for a rest.
1806,21,Entrance to the church grounds: After cng the bridge you will see to the church grounds.
1807,13,Church Gate: The old church gate with the wonderful s Lutheran church in the background.
1808,7,A Tree Outside Historic Ziebell Farmh: my first view of the old s farmh.
1809,7,"Ziebell Farmh Gardens: A view of the wonderfully maintained garden in Ziebell Farmh. The building here represent of Ziebell original acre farm, built between and ."
1810,15,Gazebo and Barbe: A opl start and end point of the walk offer the chance to enjoy a barbe at the end of ymy walk.
1811,22,Library Mural: Part of a large mural running along the rear of the library building.
1812,44,Old Post office: The old Post Office is now a museum of all thing postal. The inside is original and take you back to the day of massive wall-mounted wooden telephones.
1813,49,"Park to Fisherman Beach, : Park ha a children' playground, barbe and picnic facilities."
1814,57,Entrance to foreshore track: Entrance to foreshore track that wind it way behind the Bowling Club. Single file only on a dirt track.
1815,18,Acces point to water views: One of the many acces point with seating to water view
1816,57,Bowling Club from The : A friend we met on the way back along The on the fence of Bowling Club.
1817,2,A view of the coast: A view of the coast
1818,0,Marker European meet the Aboriginal people: Thi is Marker Seven - one of several we saw on the day along the path.
1819,12,A glimpse of the of : A glimpse of the of
1820,1,A f of seagulls: A f of seagull on the beach near Fisherman Beach boat ramp
1821,2,Another view of the coast: Another view of the coast
1822,20,Diver sculpture: At stand the sculpture ‘Diver’. It is carved out of bstone and appear to be a duck diving into the bstone paving
1823,16,Pavey’ Picnic Area: To the left of is Pavey’ Picnic Area where there are barbe and a sheltered seating area.
1824,9,Map of Lake Nature Trail: Information on Lake Reserve
1825,12,The Main Lookout: Number one is the main lookout when you first walk in.
1826,9,Stepping-stone at the Lake Cng are number four.: Stepping-stone at the Lake Cng are number four. Note the purple swamphen on the path - one of the many bird attracted to the area
1827,16,"Two is the : Two is the , an open area where concert sometime are held."
1828,59,Three is the : Three is the where stormwater gather in the park and is recycled through a series of pipe and ponds.
1829,1,At six there is a bird viewing area : At six there is a bird viewing area built by the Friend of Lake in .
1830,51,Frog mosaic: There are many mosaic dotted around the park depicting the wildlife.
1831,0,The path: The path is gravel and steep in some areas.
1832,1,Open area : Open area accessible to the lake where bird feed.
1833,16,Picnic area: Table are available for picnics. No shop so bring ymy own food. Water is available at barbe area.
1834,9,Stepping-stone at the Lake Cng : Stepping-stone at the Lake Cng are number four.
1835,9,Lake and gravel path: Lake and gravel path
1836,45,Lake genou Nursery: After around Lake Reserve you may be inspired to take home some vegetation. Lake genou Nursery is adjacent to the carpark.
1837,9,View of both lakes: View of both lake
1838,29,"Monkey: Thi laneway usually ha a couple of illustrative pieces, mostly spray but sometime stencils. My favourite is thi funny little monkey man. Will he still be there when you walk by?"
1839,1,Darren' Owls: Darren is a local artist who ha a thing for owls... And I love these! See if you can spot another of hi owl when you get to Wall Two further in the walk
1840,22,Big man Laughing: These guy are HUGE! And thi vacant site where they are is the biggest graffiti canva in Balaclava. Walk thi way often for an ever changing exhibition.
1841,22,Railway Walk Brick: Good big brick wall here are alway covered and often turned over with new pieces. Look at the detaill to see message between artist and how they respond to eachother' work.
1842,58,Railway Walk Tin: If tag are ymy thing then thi section of the railway walk is for you.
1843,22,"Wall Two : Wall Two is a favourite local cafe, and it big outside wall is alway covered with art."
1844,22,"The End of the Wall: It' worth walking to the end of the wall as curiou little bit of street art pop up here. Paste ups, stencils, the odd diorama..."
1845,12,Dragon Lane: Thi is a long way from the rest of the walk but it is worth it. On one side is a huge and amazing Chinese themed piece that is the biggest single piece I've seen. On the other is an awesome mix up!
1846,51,"Tile Faces: I forgot to put thi in the walk and can't change the map, but it' good to go for a wander through the playground at the St reserve just nearby, there are sneaky tiled face stuck on walls!"
1847,37,Heritage Centre: Located out the side of the museum is a large pump that wa used to pump water from the river for the townspeople.
1848,59,"River bank gardens, boardwalk and three information lecterns: Discover  bygone era with image of the old streetscape, pub and paddle steamers. The boardwalk provide an impressive view of the River."
1849,40,Aboriginal Protectorate Station: Signage mark the location of the protective that operated from -. Thi is one of only fmy station established in the then colony of .
1850,11,"Roderick Square : Roderick Square wa the original proposed river cng point however, the river cng wa constructed in Street in"
1851,10,"cemetery and the In Ossario (Mausoleum): Grave of King Charle Tat, , a local Aboriginal who wa buried here as hi dying wish wa to buried in a box like a white man. The Ossario hold the remain of a number of In from WWIus"
1852,8,t Wines: Home to a selection of delectable indulgences.
1853,11,"Maffra Visitor Information Centre: The Centre is located in the historic Maffra Courth building in Johnson Street, and is full of the most intriguing gems, crystals, fabulou fossil and fluorescent minerals."
1854,34,River Country: The view in thi area are particularly beautiful.
1855,0,Suitable for riding or walking: The trail is predominantly flat and easy going on packed gravel.
1856,32,"Hotel: First Established In , the hotel is still catering for traveller - booking essential for meals,"
1857,0,Carpark: Carpark with Info Sign
1858,48,Primary School: Primary School
1859,3,Shop: Fantastic Shop including Post Office
1860,32,Hotel: Hotel
1861,3,Salinger' Cafe: Salinger' Café is the perfect spot to stop for lunch
1862,37,Petrol Station: Just incase you need a refill
1863,10,War Memorial Gates: War Memorial Park commemorate those who served in World War Two.
1864,60,Old Polouse Camp Gaol: Old Polouse Camp Gaol
1865,31,Toilet and Park: Toilet and Park
1866,34,Seppelt Winery View: Seppelt Winery View
1867,34,Seppelt Winery View: Seppelt Winery View
1868,34,Seppelt Winery: Walk through the Carpark and go on in for a visit. Founded in Seppelt Winery ha so much history winemaker at Seppelt have been crafting wine of quality and diversity for many rs.
1869,34,Seppelt Winery: Walk through the Carpark and go on in for a visit. Founded in Seppelt Winery ha so much history winemaker at Seppelt have been crafting wine of quality and diversity for many rs.
1870,0,"Watch Out as you go a bit bushland, the road turn to Gravel: How Fun!"
1871,34,"Best' Winery: Founded in , one of ia' oldest family owned winery with some of the oldest vine in the country."
1872,16,Quarry St Reserve: A peaceful park surrounding a pond that many waterbird have made their home. A good spot for a picnic.
1873,23,Stoney Creek Reserve: A patch of bushland along a creek which is well managed by the local community.
1874,1,"Birdlife: Birdlife is abundant around town. Here, a f of s sweep up into the tree above a paddock beside Stoney Creek Reserve."
1875,52,"ham Cemetery: Though you won’t walk through the cemetery itself, the trail pass through land owned by the cemetery, alongside it boundary fence."
1876,21,"Chimney Stack: Just beyond the cemetery, an old chimney stack stand alone in a patch of grassland."
1877,0,"ham : All that remain of the ham is thi walking trail, which follow the original curve of the racetrack."
1878,0,Signage: Consistent signage keep you on the right path throughout.
1879,61,"Wild : Thi walk wa completed by Wild , a not-for-profit specialising in nature engagement and dcated to connecting person with nature. Please visit my website to find out more."
1880,27,Boardwalk at Wetland Reserve: Thi is a deful way to discover the wild and wonderful world of a wetland.
1881,20,"Cow sculptures: In recognition of the infnce of the dairy industry and as a celebration to cows, check out thi zany iron sculpture installation."
1882,11,"Maffra’ r Vehicle Collection and Museum: A must for any ring enthusiast (& even those that aren’t!), thi vintage car museum showcase an extraordinary array of the beloved car."
1883,5,"Remnant of the past: It’ hard to imagine just how much work thi old truck did over the rs, but it’ one more example along the trail of the previou life of other Gippslanders."
1884,36,Walking the dog: You ’t have to follow the rail trail on wheels. Lot of local use the trail as a great place to walk the pooch.
1885,34,"Stratford sculptures: A side trip in Stratford is recommended, g sure you take the trip beside the Avon River to enjoy the fantastic sculpture dotted along the way."
1886,53,"Stratford Railway Station: Whether you start from the Trail’ most eastern end or return by train, thi is a lovely to visit."
1887,48,Look for the sign: Find ymy way to Primary School on Mt Hope Rd and you can’t mis the Reserve (just up from the school on the opposite side).
1888,66,A welcoming walkway: Enter the Reserve vium the footbridge and iron gate.
1889,61,"The Reserve: Whilst thi is not a large area, it’ a trus to one of my nal botanical treasure and worth the visit."
1890,12,"Sun streaming: If you time it right, you can catch the ray of the rising or setting sun at variou site in the Reserve."
1891,69,"Nodding Greenhood Orchid: These beautiful orchid are found in the eastern state of ia, and flower in winter and spring."
1892,18,Take a seat: Thi is a lovely spot to rest and imagine life in Jean Gailbraith’ day.
1893,5,"A stand of Cherry Ballarts: These beautiful trees, which belong to the family, are also known as the ble genou species Native Cherry (Exocarpo cupressiformis)."
1894,11,"The historic , Dunn: Thi is the home Jean wa raised in and lived at until well past her th r. You can see the rooftop clearly as you look acros the road from the Reserve’ gate."
1895,8,"Watt' Cottage: Home to early settler in Sorrento, thi h wa built in . The Pioneer Memorial Garden is well tended with bloom all r round. Tour available (at limited times)."
1896,64,"Walk to Cape Schank: Did you enjoy looking at the lovely cottage along the way? At the end of the road, you'll notice sign cating a variety of walks. Keep going until you see one directing you to Cape Schank."
1897,12,Beautiful views: You might need to pause a few time as there are many place to appreciate the very fine view along the way.
1898,2,"St Paul' beach: Follow the sign, it lead you down some step to a lovely beach but check the tide. If it' high tide you might get flooded or washed away (the current are strong here)!"
1899,38,At St Paul' Beach: A fabulou rock formation that you can walk through. What' on the other side? Only one way to find out!
1900,9,Follow the sign to Jubilee Point: Thi is the perfect picnic spot (although it can be a bit ). Thi detmy gife you great view as well as nice spot to sit and relax.
1901,22,Sorrento - Artist's Trail: Thi painting by Emanuel s from depict Jubilee Point. It is Point of the Sorrento- Artist's Trail.
1902,0,Walk to Jubilee Point: Feel like you're heading out into the horizon!
1903,12,Jubilation at Jubilee Point: You'll not be disappointed by the spectacular views!.
1904,69,views: We enjoyed the and shadow cast by the late afternoon sun.
1905,27,"Pram, stroller and wheelchair friendly: The whole loop’ surface is either concrete or high-quality boardwalk and therefore usable by all most everyone."
1906,15,"BBQ and Playground: At the western end of the lake is thi great BBQ and playground, perfect spot to bring the family."
1907,1,Friendly locals: It is amazing jut how many bird there are in the lake!
1908,52,Read about the native flora and fauna : There are plenty of sign and information sheet around the loop providing plenty of information for walkers.
1909,1,"Duck feng central!: The pier at the eastern end of the lake, just in front of the Cultural Centre, is a perfect spot to feed the duck, s and other type of birds."
1910,53,"Road Train Station is les than km away: As Road Train Station is just under a km away, the lake is very easily accessible by public transport. The pedestrian facility between the station and the lake and great."
1911,9,A beautiful view all the way around: You will be pleasantly surprised just how pleasant the view and amenity of the lake are.
1912,38,What are these two up to?: What are these two up to?
1913,0,"Some instion from the Council!: The Council estimate the loop is , steps, which they consider is one fifth of the number of step you should aim for per day."
1914,0,"Try not to fall in!: Most of the walk ha no guard rail, however the water depth is very sow so do not be alarmed!"
1915,31,"Toilet, Carpark and Recreal Facilities: A good place to start and end ymy walking adventure. These facility are all available to the public."
1916,21,Endeavmy entrance and carpark: Thi is the main entrance to Endeavmy and more car-parking space are available here if necessary.
1917,0,"Interpretive signage : Interpretive signage and marker are located along the Endeavmy trail. There is also a picnic area, shelter and map as you enter the walking loop."
1918,31,"Burnt-out hollow in a messmate stringybark: Have a look around and spot the burnt-out hollow in a large messmate stringybark. Thi is believed to have been a place where genou person smoked animal for food, such as eels."
1919,45,Manna gums: Thi area in the gully boast some impressive native tree as well as more low-lying flora. Have a look up and see bird fly busily to and from their nests.
1920,64,"Creek: The creek is a great place to see a variety of fungi and ferns, amongst the sound of the water trickling and the bird humming and whistling."
1921,61,"Wild : Thi walk wa completed by Wild , a not-for-profit specialising in nature engagement and dcated to connecting person with nature. Please visit my website to find out more"
1922,44,Post Office: An old Post Office building where you can park and assemble and is a good place to start ymy walk
1923,3,Boydy Take Away: Excellent place for a meal or some well earned cold drink before or after ymy walk. Plenty of parking in front of the shop or in the space under cover of tree in the middle of the main street
1924,31,Public Toilet b: Brick constructed toilet facility that are well serviced by council and clean..
1925,27,"Supermarket: If you camp or stay at the local Lion run community park at the bng you may need supplies, the Supermarket ha some of the essential you may need."
1926,10,Memoral (former picture theatre): The Memorial wa built in and is used for all sort of social function including a local emergency centre ng the flood of / and wa originally a country cinema.
1927,32,"Commercial Hotel: A welcome place for some on a walk in summer is the Commercial Hotel and their drink are ice cold. Sadly, the Café next door ha been closed for some time."
1928,16,Picnic spot (under cover): There is a picnic pot under cover with good seating in the middle parking section of the street. Thi seating is easily found almost opposite the front of the Hotel
1929,60,"New Polouse Station: We have a new Polouse Station in the town however, it is a country one man station that is often unmanned."
1930,3,Cust Store: Cust Store is a replica of a tradil general store & is located in the middle area between the Supermarket & The Hardware. It wa named after one of the first shop erected.
1931,11,"The old Dunmunkle Shire Council Building and now Shire Office: Thi is the original building of the Shire Office when wa the Dunmunkle Shire, the local community merged to being the southern end of the Shire Council in the s,"
1932,40,"Stone Memorial in Shire office Driveway: There is a stone memorial with a few plaque explaining the council history, it is to the left of the front of the building in the driveway."
1933,10,"The RSL : A very tidy Country RSL that also ha a Restored Pounder Military Gun in the front yard, thi is worth a look and ha a memorial plaque to explain the history of the gun."
1934,10,Memorial Pounder Gun at the RSL : There is a Pounder Gun in the front yard of the RSL that ha thi plaque to describe the restoration.
1935,26,Watch out for semi trailer grain truck when cng thi highway: Thi walk cross a busy highway that ha two sete lane divided by a centre man area and can make visibility an issue.
1936,44,Plenty of Parking Spots: There is plenty of parking around the town and ample space in front of the Post Office
1937,26,Watch out for semi trailer grain truck when cng thi highway: Thi walk cross a busy highway that ha two sete lane divided by a centre man area and can make visibility an issue. There ha been fatality in the main street before so please take care.
1938,13,"St. Philip Anglican Church : Address: Cromie Street, , Vic. . Built ."
1939,26,Watch out for semi trailer grain truck when cng thi highway: Thi walk cross a busy highway that ha two sete lane divided by a centre man area and can make visibility an issue.
1940,47,Nursing Home and Doctor Surgery: The Nursing Home and Doctor Surgery provide a range of health service for the township and wider Shire communities.
1941,69,"Map and information board: At the start of the walking trails, signage provide a list of bird species, flora, fern and orchid that you may spot along the way as well as a map cating ymy walking options."
1942,14,"Look and learn: Sharing knowledge between the age can only be enhanced by a fantastic location, with a boardwalk over the wetland that provide a rich tapestry of aquatic plant and birdlife."
1943,5,"Coral Fern Walk: One of three bridge cngs, take a wander through a swathe of spectacular Coral Fern (Gleichenium dicarpa) and flowering Snow Daisy Bush (Olearium lirata) woven within the tree fern and ."
1944,33,"Lovely misty morning: Springtime is wned for the floral explosion in the Reserve, including the beautiful wattle blossom (some of which is non-native but which the Committee of Management is steadily removing)."
1945,1,"Superb Fairy Wren: Fairy-Wren are just one species of the nume birdlife that can be spotted in thi area and make a walk just that bit more enjoyable, especially when they stop by to spot you."
1946,27,"Wonderful boardwalks: Thi is a well-kept reserve, with wide boardwalk that protect the vegetation as well as ensuring you ’t get ymy foot wet!"
1947,12,"Perfect : You may choose to wind down at the end of the day to watch the sun sink below the horizon, reflected on the water’ surface."
1948,14,"Wonderful wetlands: Looking through the Tall Spike Rush (Eleochari sphacelata) is a fertile wetland. At the end of a hot day, you can find almost all the birdlife taking a dip, which is a spectacular site."
1949,69,"Pink Hyacinth (Dipodium roseum): Thi beautiful flower is one over species of orchid in thi Reserve, meaning there’ something in flower throughout the r."
1950,16,"Planning a picnic?: Whether you eat first and then walk, or reflect on what you’ve seen over a tasty meal after you’ve discovered thi beautiful reserve, the facility are kept clean and comfortable."
1951,51,The Welcome Entrance: A beautifully constructed archway welcome walker to thi brilliant overview of Gippsland’ history.
1952,9,"An easy stroll: The path around Lake is user-friendly to all age and abilities, and is populated by nume information boards."
1953,51,"Five clans: one nation: Gippsland’ original inhabitants, living in thi region for thousand of rs, are the Gunaikurnai nation with it five clan sharing the land."
1954,1,"The creation story: Thi plinth tell the creation story of Boorun, the male pelican, and hi wife Tuk, the female duck."
1955,73,"A rich fabric of history: Settlement story are told through both photo and text, starting with the ive squatter who came south over the n Alp to settle in the central Gippsland Plain and beyond."
1956,10,"The mi statue: Created by sculptor William Eicz, thi central figure stand in the centre of the Gippsland Immigration Wall of Recognition."
1957,12,Town life: Learn about how the variou township were established acros the region over the rs.
1958,27,"A captured history: Whatever time of day you take thi walk, you will be treated to an extraordinary diversity of historical fact about Gippsland."
1959,51,"Rest and read: Take some time to absorb the information and contemplate the photograph which, as the saying goes, prove that a picture can paint a thousand words."
1960,15,"Time for a BBQ: An excellent venue for family and community gatherings, there are two covered area with electric barbeque as well as a children’ playground."
1961,24,Gum trees: These gum tree greet you at the start of the walk.
1962,54,Pig face flowers: These beautiful flower instantly brighten up the walking path!
1963,16,Shady trees: There are many sheltered spot along the way. A good place for a picnic if you're bringing food and a few friends.
1964,26,Walk acros the laneway: Cut through to the opposite side when you see a laneway. Thi is Court and it will take you through to Boulevard.
1965,7,Manor hs: Time to admire the g h and immaculate gardens!
1966,7,Cockatoo Community Garden: The Community Garden feature allocated as well as communal plot and is run by the local community
1967,7,Sensory garden: Sensory garden is located in the Cockatoo Community Garden
1968,1,"Alma Treloar Reserve, Cockatoo: View along the path"
1969,16,"Tarra-Bulga visitor centre: A beautiful and peaceful area to enjoy a picnic. Opening time for the centre are am-pm ng school holidays, weekend and public holidays."
1970,68,Lyrebird Track options: Turn left to continue thi walk or turn right to take a diversion to a gully lookout.
1971,19,Gully lookout: Lyrebird Ridge Track is accessible for person with disability and will lead you to thi lookout over a fern-filled gully.
1972,0,Ash Track: A level and very well maintained compacted gravel pathway.
1973,5,Giant Mountain Ash : Thi immense tree is over metre high and can you imagine how old?!
1974,12,Corrigan' Bridge Lookout: Another lookout which place you above the height of the s below but look up and take in the magnificent height of the taller trees.
1975,50,"Nature walk: Thi section of the walk take you down to the bottom of the gully, past the Lyrebird pool where you might spot one having a drink and splash in summer!"
1976,5,Myrtle Beech tree root: A rare and special look at the root system of thi ancient tree. It provide the perfect home for moss and fungi to grow.
1977,50,Yabby: Thi fresh water crustacean wa spotted swimming in the Lyrebird pool. He is well camouflaged!
1978,16,"Bulga picnic shelter: A big wooden shelter with views, a place to stop and rest or enjoy a picnic."
1979,16,Track to visitor centre: Thi track is off to ymy left after you leave the Bulga picnic area.
1980,0,"The Path: No a lot of shade for the fist little bit, but great to get going."
1981,4,Little bridge: Great bridge to cros after rain.
1982,2,View to Tidal River: Love it when you can see the sea from the track!
1983,0,"Rocky path: The path get a little rocky in parts, but it' not a problem for person steady on their feet."
1984,0,Near the top: Path get a bit smoother again as you near the top.
1985,16,Looking to Mount : Wonderful spot to stop for lunch as it' usually sheltered from the wind isn't).
1986,2,Tidal River: View to Tidal River and Norman Bay.
1987,2,Squeaky Beach: View from to Squeaky Beach is definitely worth the walk!
1988,16,"picnic area: Tables, toilet and picnic shelter are provided."
1989,64,Ferns: Thirty nine species of fern have been recorded and there are more than kind of fungi.
1990,30,Cyathea Falls: through a rain gully and acros trickling mountain stream to Cyathea Falls.
1991,54,"Turnstile entry: Thank to Parkland management, a trusty turnstile point the way"
1992,19,"Ascent track - either west or east: Both lead to the same junction, on either side of the fence line"
1993,9,Lake : The first glimpse of Lake come into view.
1994,9,Lake : The expanse of Lake can be appreciated once you gain some altitude
1995,19,Maher Hill ridgeline: The destination is a reasonably gentle ascent
1996,19,The splendmy of the Valley: With view past and to the snow of and . Thi view alone made the walk worthwhile!
1997,66,The descent on return: Returning vium the west track
1998,34,"River: It’ a shame how many of u ’t visited thi beautiful river, because the idyllic walk along it river is well worth ymy while."
1999,35,"Great fishing spots: Whether you’re going to sling ymy hook or just sit and look, there are track leading down to the riverbank where you can spend quite a bit of time."
2000,35,"Historic pipeline: There’ some memorabilium of time gone by in thi area, including the old pipeline that transported water from the river to the township of ."
2001,0,"Follow the markers: Small arrow are situated on tree as you make ymy way along the track, but make sure you ’t go further than the sign to Wirilda Track if you aren’t planning a very long walk."
2002,30,Track on side: It’ a wonderful feeling to know you are safely balanced between the base of a large hill and the fall to the riverbank.
2003,12,A steep track: One of the joy of thi walk is the contrasting height and varying vegetation type that come with the changes.
2004,0,"A home in the hollow: Thi burrow sit at the edge of the track, so presumably it resident wait until nightfall when the walker have left the park before it take it own stroll."
2005,64,"Fern : The lush sensation hit you when look up, but also when you look down to discover a flush of fern (also known as Fish Bone Ferns) by ymy feet."
2006,5,"Healthy understory: Great swathe of Dogwood (a aculeata) can be seen as you wander along the track, as well as nume other understorey plants."
2007,11,"Rupertswood Mansion: Built in - for Sir William Clarke, in a cricket match between England and a local side resulted in the presentation of a pottery urn containing 'The Ash's of a burnt bail - 'The Ashes'."
2008,1,"Rupertswood Lake: Thi lake wa constructed by Sir Willam Clarke and included an nd shaped like ia. Today it is a nice place to feed ducks, s and other birdlife."
2009,4,- Railway Bridge: In July the to Woodend government railway opened. Thi included construction of many impressive arched railway . The Blind Creek bridge is listed on the n Heritage Register
2010,6,Riddell Road Children Playground: Thi new playground wa constructed in and include many cenging activity for children.
2011,67,Clarke Oval: Large oval used by Lion Football Club.
2012,28,BMX and Skate Park: Just a little detmy from the path is the BMX and Skate Park with great facilities.
2013,61,"Stewart Lane Nature Reserve: Nature Reserve, look for native animal and enjoy the natural setting."
2014,4,Bridge over Creek: Cros the bridge to get to the other side where the walk starts!
2015,0,Track sign: Thi walk describe the Ah Fong Loop Track but you can walk from here to the in the town center also.
2016,73,Step Up: The landscape and track are very up and down as a result of the gold mining method used.
2017,0,Claim information sign: Ah Fong must have been quite a character and you can learn why if you read the sign along the walk.
2018,73,The track and the cliffs: The cliff have been exposed to get to the gold they were hiding.
2019,73,Star Claim: These cave were dug out by hand to get to the gold when water wa unavailable.
2020,73,Gully bridge: Water wa a vital tool for extracting the gold here so rs dug more than km of ditch and channel to bring water upstream.
2021,68,Track sign: From here you can cros the bridge and go to or continue to ymy right and loop back to the start.
2022,73,Rocks: Possibly part of a race used to divert water to high point above the mining sites.
2023,23,Step to Creek: Go down here to get to a waterhole and sandy area.
2024,23,Creek: Thi creek wa severely impacted from muddy water being washed into it but today it look clean and healthy.
2025,23,Sandy creek bank: A sandy spot by the creek to rest or picnic.
2026,50,Water hole: Perhap have a swim?!
2027,66,The end: Follow the creek back to the bridge back to the beginning.
2028,2,Ocean Surf Beach: Thi is a beautiful beach for walking and playing. The sand is so soft and the view of the are exquisite.
2029,2,Sand Play: If ymy kid want to play in the sand then stop for a rest. It is so therapeutic for kid to play in the sand. Try and keep ymy kid off the dune though. There is a good spot later on thi walk!
2030,4,Bridge: Thi bridge is great fun to photograph and the kid really love walking under it.
2031,2,Between the : Thi section of beach is really fun because there is a large deposit of sand here and it is ok for kid to play here without damaging the dune system.
2032,2,Ocean Surf Beach: It is so nice to run in some open space!
2033,2,More sand play: Kid can never get enough sand play!
2034,2,Along the River: The tide will dictate how much sand you have to walk on but walking on s is alway an option!
2035,2,"Take ymy shoe off: The sand is very ""squelchy"" and feel wonderful between ymy toes!"
2036,26,Cut through the Caravan Park: You can walk through the Caravan Park to get to the road. Find a safe place to cros over to the carpark.
2037,28,"BMX track: Hidden away, it might not look like much but when person are using the track it tak on whole new life. Definitely worth checking out!"
2038,35,"Felltimber lagoon: Located next tot he Felltimber Community Centre, thi is a peaceful spot to sit by the water. There are many duck that will approach you - especially if you have something for them to eat."
2039,46,Sport and Leisure Centre: Thi centre offer a wide range of activity and include and indoor pool. Major tournament are held here and it' home to the Wolf CBL basketball team.
2040,41,"Willow Park: Beside being scenic to walk through, there' a great play ground, hidden bird hs, ovals, outdoor gym gear, a BBQ area and it attached to a skate park"
2041,62,Sanctuary: Plenty of parking available at Sanctuary. Start walk from here.
2042,4,Pedestrian and cycle bridge: pedestrian and cyclist can use thi overpas to cros the river
2043,0,Rd: Half way point of walk
2044,71,Rowing: Walk past the rowing sheds. Lot of action of person on land getting ready to get into the water and lot of person already on the water!
2045,3,"General Store & Meikle' Pub: The store ha gourmet breakfast and lunch, fine produce, handmade craft and a few everyday supplies. It double as a post office. The pub next door open for dinner, offering fine tucker and wine."
2046,26,"Cng the road: Be extra careful cng the road to the shop as huge trucks, trailer and car tend to tear down the highway in exces of the limit."
2047,0,Information board: Start along the dirt track (also a rail trail). You'll spot a sign to the left soon afters. Contain useful historical info as well as detail about the flora and fauna here.
2048,54,"Wildflower : As you begin the walk, you'll notice the variety of plant growing on each side."
2049,54,Wildflower : If only I knew the name of all these little flowers!
2050,54,Wildflower : These are near an impressive cliff face. 't step too far out or it' a long way (and bumpy way) down to s.
2051,29,Steam driven winch: Somewhere around thi area is a historical remnant from the area' coal mining past. Peek behind the sign to see what it look like.
2052,54,"Wildflower : These are s. I have them in my front yard. The purple flower are great. Plus, they're a very plant that will grow in the toughest environment (eg. my front yard)."
2053,2,"Sandy' blowhole: Walk down to Sandy' blowhole for a shower! The rock here are rather strange and interesting. The wave can be quite sudden and powerful so be careful, especially if the tide is high."
2054,54,Wildflower : I've never seen thi before! It' furry and feathery. How peculiar.
2055,54,Wildflower : Are these daisies? They look like daisies. There are yellow and white one along the path too.
2056,5,"Wild grasses: The sound of rustling gras can be quite soothing. When the wind blew (which wa often where we were here), it made the of tall grass look like a sea of green waves."
2057,54,"Wildflower : These are tiny flower we found along the path. They are very dainty and easily missed, or trampled on! They were the size of a fingernail."
2058,54,Wildflower : Trusty s. The smell of is refreshing.
2059,54,Wildflower : We found these on my way to the beach.
2060,2,Beach: We ended my walk here but you can keep going till you get to Punchbowl Road. Dip ymy to in the water but 't freeze them off. We had a snack here then headed back the same way we came.
2061,9,"Gateway Lake precinct: Gateway Lake host a large number of event and activity each r and is home to ’ water ski, canoe, dragon boating and rowing clubs. Take a s detmy and check it out!"
2062,66,genou art and history : Look out for the genou cultural display along the trail as you enter into Harri Road. You will learn about my local history.
2063,16,"Picnic by the River: Enjoy one of the many lovely picnic spot along the River for a family picnic. Quiet, calm and very picturesque. Enjoy!"
2064,17,"Wildlife spotting: Along the nature trail, keep ymy eye ed for some local wild life – can you see a kan in the long grass, some new duckling even?"
2065,4,"Historic River railway bridge: Walk under the historic River railway bridge that cross from into New South Wales. If you are lucky to have a train cng above, you are in for a thrill as you walk below."
2066,7,"Gateway Village gardens: Stop for some shade, possibly even spot a g taking place and enjoy the beautiful surround of Gateway Village’ garden and pond area."
2067,3,"Gateway Village precinct : Gateway Village ha a lot on offer from yummy food, hot or refreshing beverages, art displays, theatre performance to the Farmer’ Market from am every second Saturday. Visit www.hmfb.or"
2068,9,Mill Park Circuit : A glimpse of the green open space and lovely native trees. You are on ymy way.
2069,15,Time for some stretching: Some stretching post have been perfectly placed to stretch ymy muscle ready for ymy walk or run.
2070,58,"Beautiful path, paved with native trees. Nearly half way. : Mid way and it is gloriou and so relaxing. Over the rise and in the centre is a BBQ."
2071,19,"Exercise point, chin ups. if you dare: If you want to test ymy strength, thi is the exercise point to do so."
2072,15,"BBQ spot surrounded by open green space : Perfectly situated, BBQ for the family to have lunch after the circuit walk, plenty of room to run and play and Go Fly a Kite."
2073,18,"Cove Seating: There is plenty of seating along Cove. Sit to rest, person watch or enjoy the local fish and chips."
2074,53,Port railway line : Enjoy the walking/ bicycling trail along the rail route.
2075,36,"Ed Reserve: Thi is a lovely park that run along the rail, a popular spot for dogs."
2076,40,"Leading s: Constructed by the Harbor Trust in to a Trinity H design, the s define the centre line of the Port Channel."
2077,39,"Prince Pier: Built between and , Prince Pier wa the third major pier constructed at Port and served as a major passenger terminal."
2078,3,"Cove: Cafes, restaurants, grocery store, Spirit of ia ferry terminal, tram stop."
2079,11,"The Patrobu monument: Patroba is the only Gippsland racehorse to have won a Cup, and the only racehorse to have won the cup, Guinea and Derby in the same r, ."
2080,49,Willow Park: Thi Park is also a free overnight camping spot (maximum stay of hours).
2081,3,"Coffee shop, bakery etc: Stop for coffee or lunch at one of the eatery along the main street."
2082,56,Health - John Bomford Center: Specialized in Mental Health service
2083,3,Strath Village Shopping Center: It is really exciting shopping center and rank the third busiest one in
2084,9,Walking around : Fresh air and the lake is so wonderful to walk around. Perfect for a picnic with comfortable seating and shade
2085,48,"Primary School: Located in a Hill looking down Lake, green and fresh environment for student"
2086,6,"Pre - School: Small but lovely and green playground for children, located beside the lake"
2087,32,"""I only count the sunny hours"" C: The old c wa constructed by the Shire of saye with the assistance of The - Rotary Club. Opposite the C is Hotel."
